dataset,alpha,rt,knn,ogf
TMLung,0.6,0.7773068432671082,0.8962472406181016,0.40670087762478313
TMLung,0.65,0.756026490066225,0.8962472406181016,0.23843530022305204
TMLung,0.7,0.741280353200883,0.9403973509933775,0.2653695826686948
TMLung,0.75,0.7394260485651215,0.9359823399558499,0.23635411181813434
TMLung,0.8,0.7509933774834436,0.9536423841059603,0.3852312738007968
TMLung,0.85,0.7373068432671082,0.9492273730684326,0.26265734912520816
TMLung,0.9,0.749580573951435,0.9558498896247241,0.38123677768605424
TMLung,0.95,0.7472847682119206,0.9536423841059603,0.3559069823034009
TMLung,1.0,0.7373951434878588,0.9536423841059603,0.2777088716436764
TMPanc,0.0,0.8517451523545706,0.8012465373961218,0.6864410110730979
TMPanc,0.05,0.8485318559556786,0.8019390581717452,0.6632846054552506
TMPanc,0.1,0.851578947368421,0.7936288088642659,0.6603613642104786
TMPanc,0.15,0.8477562326869805,0.7894736842105263,0.6166264042970047
TMPanc,0.2,0.845595567867036,0.8012465373961218,0.6378157192460436
TMPanc,0.25,0.8529085872576179,0.8150969529085873,0.7406684811283333
TMPanc,0.3,0.8489473684210525,0.8213296398891967,0.7296094248748067
TMPanc,0.35,0.8442936288088644,0.8351800554016621,0.737839997255802
TMPanc,0.4,0.8438227146814403,0.8524930747922438,0.7904015520231291
TMPanc,0.45,0.8362049861495844,0.8642659279778393,0.7684413962968081
TMPanc,0.5,0.8300554016620498,0.8947368421052632,0.8188779036146022
TMPanc,0.55,0.8174792243767314,0.9203601108033241,0.8027389589625289
TMPanc,0.6,0.7965373961218838,0.9189750692520776,0.6326473182832234
TMPanc,0.65,0.7703601108033242,0.9522160664819944,0.533728695998064
TMPanc,0.7,0.7525761772853186,0.9709141274238227,0.4538975310250469
TMPanc,0.75,0.7353462603878116,0.9702216066481995,0.3154076962448471
TMPanc,0.8,0.7245983379501385,0.971606648199446,0.23492576102257412
TMPanc,0.85,0.720387811634349,0.974376731301939,0.21063838652434275
TMPanc,0.9,0.716842105263158,0.9750692520775623,0.18485358675368305
TMPanc,0.95,0.7084487534626038,0.974376731301939,0.11623522986911511
TMPanc,1.0,0.7088088642659279,0.974376731301939,0.11908265686799668
